course_id,course_title,subject_area,year,author,total_num_of_pages,language,summary,number_of_hits,format
TL1859,Marketing ky thuat so 20,Quan tri kinh doanh,2019,Tran Thi Bao,112,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,428,Ebook
TL1871,Tri tue nhan tao 16,Tri tue nhan tao,2015,Bui Van Minh,290,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,476,Ebook
TL1872,Quan ly chuoi cung ung 19,Quan tri kinh doanh,2018,Tran Thi Bao,64,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,123,Paperback
TL1873,Kinh te so 18,Kinh te,2017,Tran Minh Duc,104,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,455,PDF
TL1887,Marketing ky thuat so 21,Quan tri kinh doanh,2020,Tran Thi Bao,372,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,212,PDF
TL1888,Hoc may 16,Tri tue nhan tao,2015,Le Thi Dao,143,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,482,Paperback
TL1894,Khoa hoc du lieu voi Python 20,Cong nghe phan mem,2019,Hoang Van Chi,404,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,442,Paperback
TL1896,Van hoa doanh nghiep 23,Kinh te,2022,Bui Van Minh,447,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,953,Ebook
TL1897,Quan ly chuoi cung ung 20,He thong thong tin,2019,Nguyen Van Anh,376,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,901,Ebook
TL1904,Thiet ke thuat toan 21,An toan thong tin,2020,Hoang Van Chi,383,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,625,PDF
TL1908,Ung dung IoT 21,Dien tu,2020,Nguyen Thi Tuyet,324,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,688,Ebook
TL1918,He thong phan tan 23,An toan thong tin,2022,Pham Hoang Long,102,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,245,PDF
TL1919,Quan tri nhan luc 22,Quan tri kinh doanh,2021,Tran Thi Bao,415,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,915,Ebook
TL1920,Thiet ke giao dien UI/UX 15,Cong nghe phan mem,2014,Hoang Van Chi,302,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,313,Paperback
TL1921,Quan tri du lieu 19,He thong thong tin,2018,Tran Minh Duc,233,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,448,Paperback
TL1929,Ky thuat mang 18,He thong thong tin,2017,Nguyen Van Anh,254,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,468,Paperback
TL1931,Ung dung IoT 22,Tri tue nhan tao,2021,Bui Van Minh,321,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,288,PDF
TL1932,Lap trinh Python 15,Cong nghe phan mem,2014,Tran Thi Bao,285,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,709,Ebook
TL1933,Quan ly chuoi cung ung 21,He thong thong tin,2020,Nguyen Van Anh,231,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,885,PDF
TL1939,Ung dung IoT 23,Tri tue nhan tao,2022,Bui Van Minh,245,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,537,PDF
TL1943,Tri tue nhan tao 17,Tri tue nhan tao,2016,Bui Van Minh,323,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,366,Ebook
TL1954,He thong phan tan 24,An toan thong tin,2023,Pham Hoang Long,384,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,908,Ebook
TL1959,Quan ly chuoi cung ung 22,He thong thong tin,2021,Nguyen Van Anh,284,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,480,Ebook
TL1960,Thiet ke vi mach 15,Dien tu,2014,Tran Minh Duc,472,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,348,Paperback
TL1961,Hoc may 17,Tri tue nhan tao,2016,Le Thi Dao,297,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,591,Ebook
TL1963,Bao mat mang va an ninh 19,He thong thong tin,2018,Nguyen Van Anh,225,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,652,PDF
TL1970,He thong phan tan 25,An toan thong tin,2024,Pham Hoang Long,75,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,609,Ebook
TL1975,Tri tue nhan tao 18,Tri tue nhan tao,2017,Bui Van Minh,74,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,476,Paperback
TL1981,Quan tri kinh doanh 21,Kinh te,2020,Bui Van Minh,354,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,823,Ebook
TL1982,Lap trinh web nang cao 21,Cong nghe phan mem,2020,Nguyen Van Anh,51,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,362,PDF
TL1984,Thiet ke giao dien UI/UX 16,Cong nghe phan mem,2015,Hoang Van Chi,273,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,592,PDF
TL1985,Ung dung IoT 24,Tri tue nhan tao,2023,Bui Van Minh,111,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,455,PDF
TL1987,Van hoa doanh nghiep 24,Kinh te,2023,Bui Van Minh,199,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,971,PDF
TL1988,Quan ly chuoi cung ung 23,He thong thong tin,2022,Nguyen Van Anh,377,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,323,Ebook
TL1995,Thiet ke vi mach 16,Dien tu,2015,Tran Minh Duc,429,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,500,Paperback
TL1999,Ung dung IoT 25,Tri tue nhan tao,2024,Bui Van Minh,108,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,300,Paperback
TL2003,Quan tri nhan luc 23,Quan tri kinh doanh,2022,Tran Thi Bao,384,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,181,PDF
TL2007,Thiet ke vi mach 17,Dien tu,2016,Tran Minh Duc,305,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,987,PDF
TL2016,Ky thuat mang 19,He thong thong tin,2018,Tran Minh Duc,231,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,114,PDF
TL2018,Lap trinh Python 16,Cong nghe phan mem,2015,Nguyen Van Anh,113,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,471,PDF
TL2029,Thiet ke thuat toan 22,An toan thong tin,2021,Tran Thi Bao,346,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,440,Paperback
TL2032,Kinh te so 19,Quan tri kinh doanh,2018,Nguyen Thi Tuyet,395,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,101,Paperback
TL2046,Phat trien ung dung di dong 26,Cong nghe phan mem,2025,Tran Thi Bao,444,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,215,Paperback
TL2047,Thiet ke vi mach 18,Dien tu,2017,Tran Minh Duc,451,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,180,Paperback
TL2051,Kinh te so 20,Quan tri kinh doanh,2019,Hoang Van Chi,116,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,513,Paperback
TL2087,Kinh te so 21,Quan tri kinh doanh,2020,Hoang Van Chi,330,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,193,Ebook
TL2089,Hoc may 18,Tri tue nhan tao,2017,Le Thi Dao,409,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,926,Ebook
TL2097,Quan tri kinh doanh 22,Kinh te,2021,Bui Van Minh,488,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,816,Ebook
TL2098,Hoc may 19,Tri tue nhan tao,2018,Le Thi Dao,403,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,468,Ebook
TL2101,Quan tri nhan luc 24,Kinh te,2023,Tran Minh Duc,274,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,496,Ebook
TL2104,Lap trinh web nang cao 22,Cong nghe phan mem,2021,Nguyen Van Anh,422,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,947,Ebook
TL2107,Quan ly chuoi cung ung 24,He thong thong tin,2023,Nguyen Van Anh,441,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,755,Paperback
TL2110,He thong phan tan 26,An toan thong tin,2025,Pham Hoang Long,283,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,106,Ebook
TL2114,An toan thong tin 26,An toan thong tin,2025,Tran Thi Bao,369,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,958,Paperback
TL2115,Quan tri nhan luc 25,Kinh te,2024,Tran Minh Duc,213,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,809,Paperback
TL2119,Marketing ky thuat so 22,Quan tri kinh doanh,2021,Tran Thi Bao,415,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,139,Paperback
TL2120,Khoa hoc du lieu voi Python 21,Cong nghe phan mem,2020,Hoang Van Chi,377,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,376,Ebook
TL2121,Hoc may 20,Tri tue nhan tao,2019,Le Thi Dao,185,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,137,Ebook
TL2123,He thong phan tan 27,An toan thong tin,2026,Pham Hoang Long,247,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,226,Paperback
TL2126,Tri tue nhan tao 19,Tri tue nhan tao,2018,Bui Van Minh,123,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,422,Ebook
TL2128,Van hoa doanh nghiep 25,Kinh te,2024,Bui Van Minh,127,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,262,Ebook
TL2133,Quan tri du lieu 20,He thong thong tin,2019,Tran Minh Duc,62,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,573,Ebook
TL2136,An toan thong tin 27,An toan thong tin,2026,Tran Thi Bao,432,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,583,Ebook
TL2138,Quan ly chuoi cung ung 25,He thong thong tin,2024,Nguyen Van Anh,292,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,324,Paperback
TL2143,Lap trinh web nang cao 23,Cong nghe phan mem,2022,Nguyen Van Anh,261,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,372,PDF
TL2144,He thong thong tin 13,He thong thong tin,2012,Tran Minh Duc,382,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,996,Paperback
TL2145,Thiet ke thuat toan 23,An toan thong tin,2022,Tran Thi Bao,306,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,912,PDF
TL2153,Van hoa doanh nghiep 26,Kinh te,2025,Bui Van Minh,297,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,645,PDF
TL2154,Ung dung IoT 26,Tri tue nhan tao,2025,Bui Van Minh,417,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,977,PDF
TL2163,Thiet ke giao dien UI/UX 17,Cong nghe phan mem,2016,Hoang Van Chi,192,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,353,Paperback
TL2164,Quan tri kinh doanh 23,Kinh te,2022,Bui Van Minh,375,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,769,Ebook
TL2166,He thong phan tan 28,An toan thong tin,2027,Pham Hoang Long,296,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,252,Ebook
TL2168,Quan ly chuoi cung ung 26,He thong thong tin,2025,Nguyen Van Anh,176,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,171,PDF
TL2170,An toan thong tin 28,An toan thong tin,2027,Tran Thi Bao,341,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,727,Ebook
TL2172,Quan tri nhan luc 26,Kinh te,2025,Tran Minh Duc,392,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,893,Ebook
TL2173,Thiet ke giao dien UI/UX 18,Cong nghe phan mem,2017,Hoang Van Chi,277,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,793,PDF
TL2176,Thiet ke vi mach 19,Dien tu,2018,Tran Minh Duc,226,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,270,Paperback
TL2179,Thiet ke giao dien UI/UX 19,Cong nghe phan mem,2018,Hoang Van Chi,213,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,748,Ebook
TL2181,Thiet ke vi mach 20,Dien tu,2019,Tran Minh Duc,178,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,495,PDF
TL2182,Thiet ke thuat toan 24,An toan thong tin,2023,Hoang Van Chi,459,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,398,PDF
TL2189,Van hoa doanh nghiep 27,Kinh te,2026,Bui Van Minh,139,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,771,Ebook
TL2195,Quan tri du lieu 21,He thong thong tin,2020,Tran Minh Duc,270,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,997,PDF
TL2198,Bao mat mang va an ninh 20,He thong thong tin,2019,Nguyen Van Anh,272,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,479,PDF
TL2201,Ky thuat mang 20,An toan thong tin,2019,Hoang Van Chi,262,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,319,Ebook
TL2202,Ung dung IoT 27,Tri tue nhan tao,2026,Bui Van Minh,217,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,854,PDF
TL2203,Quan tri nhan luc 27,Kinh te,2026,Tran Minh Duc,405,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,910,PDF
TL2205,Lap trinh Python 17,Cong nghe phan mem,2016,Nguyen Van Anh,53,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,702,Paperback
TL2218,Lap trinh Python 18,Cong nghe phan mem,2017,Tran Thi Bao,225,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,683,Ebook
TL2221,Tri tue nhan tao 20,Tri tue nhan tao,2019,Bui Van Minh,146,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,623,PDF
TL2230,Quan tri du lieu 22,He thong thong tin,2021,Tran Minh Duc,283,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,199,Paperback
TL2235,He thong thong tin 14,He thong thong tin,2013,Nguyen Thi Tuyet,408,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,605,Paperback
TL2239,Ung dung vi dieu khien 22,Dien tu,2021,Pham Hoang Long,413,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,402,PDF
TL2245,He thong thong tin 15,He thong thong tin,2014,Nguyen Thi Tuyet,407,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,387,Paperback
TL2255,He thong thong tin 16,He thong thong tin,2015,Nguyen Thi Tuyet,269,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,775,Ebook
TL2257,Ung dung IoT 28,Tri tue nhan tao,2027,Bui Van Minh,241,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,154,Paperback
TL2258,He thong phan tan 29,An toan thong tin,2028,Pham Hoang Long,335,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,812,Paperback
TL2259,He thong thong tin 17,He thong thong tin,2016,Nguyen Thi Tuyet,359,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,335,Paperback
TL2264,Quan ly chuoi cung ung 27,He thong thong tin,2026,Nguyen Van Anh,212,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,446,PDF
TL2267,Van hoa doanh nghiep 28,Kinh te,2027,Bui Van Minh,465,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,327,PDF
TL2269,Kinh te so 22,Quan tri kinh doanh,2021,Hoang Van Chi,361,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,368,Ebook
TL2270,Kinh te so 23,Quan tri kinh doanh,2022,Hoang Van Chi,420,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,498,PDF
TL2282,Bao mat mang va an ninh 21,Dien tu,2020,Pham Hoang Long,105,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,333,Ebook
TL2283,Ung dung IoT 29,Tri tue nhan tao,2028,Bui Van Minh,485,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,240,PDF
TL2291,Bao mat mang va an ninh 22,Dien tu,2021,Pham Hoang Long,407,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,656,Paperback
TL2295,Lap trinh Python 19,Cong nghe phan mem,2018,Tran Thi Bao,185,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,409,Ebook
TL2303,Bao mat mang va an ninh 23,Dien tu,2022,Pham Hoang Long,137,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,672,Ebook
TL2306,Ky thuat mang 21,He thong thong tin,2020,Tran Minh Duc,270,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,783,PDF
TL2309,Tri tue nhan tao 21,Tri tue nhan tao,2020,Bui Van Minh,498,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,304,Ebook
TL2317,Tri tue nhan tao 22,Tri tue nhan tao,2021,Bui Van Minh,204,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,367,Paperback
TL2319,Lap trinh web nang cao 24,Cong nghe phan mem,2023,Tran Thi Bao,368,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,243,Paperback
TL2320,Ung dung vi dieu khien 23,Dien tu,2022,Pham Hoang Long,242,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,463,PDF
TL2326,Phat trien ung dung di dong 27,Cong nghe phan mem,2026,Tran Thi Bao,488,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,567,Ebook
TL2335,Quan tri nhan luc 28,Kinh te,2027,Tran Minh Duc,148,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,195,Ebook
TL2338,Quan tri nhan luc 29,Kinh te,2028,Tran Minh Duc,423,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,423,PDF
TL2346,Khoa hoc du lieu voi Python 22,Cong nghe phan mem,2021,Hoang Van Chi,338,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,411,Paperback
TL2348,Thiet ke giao dien UI/UX 20,Cong nghe phan mem,2019,Hoang Van Chi,184,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,840,PDF
TL2349,Van hoa doanh nghiep 29,Kinh te,2028,Bui Van Minh,282,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,663,Paperback
TL2353,Hoc may 21,Tri tue nhan tao,2020,Le Thi Dao,163,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,862,Ebook
TL2361,Van hoa doanh nghiep 30,Kinh te,2029,Bui Van Minh,213,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,265,Paperback
TL2364,Quan tri nhan luc 30,Kinh te,2029,Tran Minh Duc,363,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,532,Ebook
TL2365,Thiet ke thuat toan 25,An toan thong tin,2024,Hoang Van Chi,409,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,960,Paperback
TL2369,Ky thuat mang 22,An toan thong tin,2021,Hoang Van Chi,126,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,696,PDF
TL2383,An toan thong tin 29,An toan thong tin,2028,Tran Thi Bao,273,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,305,Paperback
TL2384,Ky thuat mang 23,An toan thong tin,2022,Hoang Van Chi,107,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,115,Paperback
TL2389,Thiet ke giao dien UI/UX 21,Cong nghe phan mem,2020,Hoang Van Chi,160,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,282,Ebook
TL2409,Marketing ky thuat so 23,Quan tri kinh doanh,2022,Tran Thi Bao,230,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,632,Ebook
TL2417,Quan tri nhan luc 31,Kinh te,2030,Tran Minh Duc,362,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,798,PDF
TL2419,Marketing ky thuat so 24,Quan tri kinh doanh,2023,Tran Thi Bao,114,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,412,PDF
TL2422,Lap trinh web nang cao 25,Cong nghe phan mem,2024,Tran Thi Bao,425,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,783,PDF
TL2424,Van hoa doanh nghiep 31,Kinh te,2030,Bui Van Minh,111,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,914,PDF
TL2426,Marketing ky thuat so 25,Quan tri kinh doanh,2024,Tran Thi Bao,187,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,797,Paperback
TL2434,Van hoa doanh nghiep 32,Kinh te,2031,Bui Van Minh,174,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,768,PDF
TL2436,Quan tri kinh doanh 24,Kinh te,2023,Bui Van Minh,482,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,382,Ebook
TL2440,Lap trinh web nang cao 26,Cong nghe phan mem,2025,Tran Thi Bao,177,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,773,Ebook
TL2443,Ung dung vi dieu khien 24,Dien tu,2023,Pham Hoang Long,206,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,218,Paperback
TL2448,He thong phan tan 30,An toan thong tin,2029,Pham Hoang Long,441,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,655,Paperback
TL2455,Thiet ke giao dien UI/UX 22,Cong nghe phan mem,2021,Hoang Van Chi,320,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,980,PDF
TL2457,Thiet ke thuat toan 26,An toan thong tin,2025,Hoang Van Chi,120,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,454,PDF
TL2460,Lap trinh Python 20,Cong nghe phan mem,2019,Tran Thi Bao,74,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,838,PDF
TL2469,Phat trien ung dung di dong 28,Cong nghe phan mem,2027,Tran Thi Bao,355,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,401,PDF
TL2473,Marketing ky thuat so 26,Quan tri kinh doanh,2025,Tran Thi Bao,78,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,968,Ebook
TL2474,Quan ly chuoi cung ung 28,He thong thong tin,2027,Nguyen Van Anh,271,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,993,Paperback
TL2481,Quan tri kinh doanh 25,Kinh te,2024,Bui Van Minh,199,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,732,Paperback
TL2482,Hoc may 22,Tri tue nhan tao,2021,Le Thi Dao,443,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,232,PDF
TL2487,Thiet ke vi mach 21,Dien tu,2020,Nguyen Thi Tuyet,219,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,926,Ebook
TL2493,An toan thong tin 30,He thong thong tin,2029,Nguyen Van Anh,51,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,764,Ebook
TL2503,Thiet ke vi mach 22,Dien tu,2021,Nguyen Thi Tuyet,235,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,986,Paperback
TL2511,Phat trien ung dung di dong 29,Cong nghe phan mem,2028,Tran Thi Bao,104,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,322,Paperback
TL2516,Hoc may 23,Tri tue nhan tao,2022,Le Thi Dao,209,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,197,PDF
TL2519,Quan ly chuoi cung ung 29,He thong thong tin,2028,Nguyen Van Anh,381,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,985,Paperback
TL2520,Thiet ke thuat toan 27,An toan thong tin,2026,Hoang Van Chi,239,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,144,Paperback
TL2523,Quan tri kinh doanh 26,Kinh te,2025,Bui Van Minh,252,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,169,Paperback
TL2531,Thiet ke giao dien UI/UX 23,Cong nghe phan mem,2022,Hoang Van Chi,419,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,773,Paperback
TL2534,He thong phan tan 31,An toan thong tin,2030,Pham Hoang Long,142,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,607,PDF
TL2538,An toan thong tin 31,He thong thong tin,2030,Nguyen Van Anh,69,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,677,Paperback
TL2542,Ky thuat mang 24,An toan thong tin,2023,Hoang Van Chi,90,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,203,PDF
